freq_norm,gain_mag,gain_mag_db,gain_phase_deg
0.6224,0.0187894,-34.5218,-1276.42
0.62245,0.0188731,-34.4831,-1276.54
0.6225,0.0189505,-34.4476,-1276.65
0.62255,0.0190312,-34.4107,-1276.76
0.6226,0.0191111,-34.3743,-1276.88
0.62265,0.0191874,-34.3397,-1277
0.6227,0.0192631,-34.3055,-1277.11
0.62275,0.019337,-34.2722,-1277.24
0.6228,0.0194108,-34.2391,-1277.36
0.62285,0.0194797,-34.2084,-1277.47
0.6229,0.0195521,-34.1761,-1277.58
0.62295,0.0196315,-34.1409,-1277.7
0.623,0.0197064,-34.1078,-1277.8
0.62305,0.0197825,-34.0744,-1277.93
0.6231,0.0198571,-34.0417,-1278.06
0.62315,0.0199317,-34.0091,-1278.18
0.6232,0.0200088,-33.9756,-1278.3
0.62325,0.0200768,-33.9461,-1278.41
0.6233,0.0201489,-33.915,-1278.53
0.62335,0.0202154,-33.8864,-1278.64
0.6234,0.0202874,-33.8555,-1278.76
0.62345,0.0203589,-33.8249,-1278.87
0.6235,0.020426,-33.7964,-1278.97
0.62355,0.0205006,-33.7647,-1279.09
0.6236,0.0205711,-33.7348,-1279.22
0.62365,0.0206423,-33.7049,-1279.35
0.6237,0.0207115,-33.6758,-1279.47
0.62375,0.0207755,-33.649,-1279.59
0.6238,0.0208478,-33.6188,-1279.71
0.62385,0.0209121,-33.592,-1279.82
0.6239,0.0209805,-33.5637,-1279.92
0.62395,0.0210537,-33.5334,-1280.03
0.624,0.021155,-33.4917,-1280.09
0.62405,0.0211866,-33.4788,-1280.26
0.6241,0.0212532,-33.4515,-1280.4
0.62415,0.0213194,-33.4245,-1280.51
0.6242,0.0213813,-33.3993,-1280.63
0.62425,0.021446,-33.3731,-1280.75
0.6243,0.0215105,-33.347,-1280.87
0.62435,0.0215754,-33.3208,-1280.98
0.6244,0.0216419,-33.2941,-1281.1
0.62445,0.0217076,-33.2678,-1281.21
0.6245,0.02177,-33.2428,-1281.34
0.62455,0.0218401,-33.2149,-1281.45
0.6246,0.0219035,-33.1897,-1281.56
0.62465,0.0219638,-33.1658,-1281.68
0.6247,0.022023,-33.1425,-1281.8
0.62475,0.022081,-33.1196,-1281.91
0.6248,0.0221437,-33.095,-1282.03
0.62485,0.0222066,-33.0704,-1282.15
0.6249,0.0222632,-33.0482,-1282.27
0.62495,0.022325,-33.0242,-1282.38
0.625,0.0226429,-32.9014,-1282.5
0.62505,0.0224512,-32.9752,-1282.62
0.6251,0.0225107,-32.9522,-1282.73
0.62515,0.0225748,-32.9275,-1282.86
0.6252,0.0226304,-32.9062,-1282.98
0.62525,0.0226872,-32.8844,-1283.08
0.6253,0.0227424,-32.8633,-1283.2
0.62535,0.0227992,-32.8416,-1283.32
0.6254,0.0228557,-32.8201,-1283.43
0.62545,0.0229126,-32.7985,-1283.54
0.6255,0.0229719,-32.7761,-1283.66
0.62555,0.0230332,-32.7529,-1283.79
0.6256,0.0230833,-32.7341,-1283.91
0.62565,0.0231437,-32.7113,-1284.03
0.6257,0.023201,-32.6899,-1284.15
0.62575,0.0232539,-32.6701,-1284.26
0.6258,0.0233094,-32.6494,-1284.38
0.62585,0.0233544,-32.6326,-1284.49
0.6259,0.0234198,-32.6083,-1284.59
0.62595,0.0234712,-32.5893,-1284.71
0.626,0.02352,-32.5712,-1284.84
0.62605,0.0235804,-32.549,-1284.96
0.6261,0.0236306,-32.5305,-1285.07
0.62615,0.0236828,-32.5113,-1285.19
0.6262,0.0237361,-32.4918,-1285.31
0.62625,0.0237825,-32.4748,-1285.43
0.6263,0.0238363,-32.4552,-1285.55
0.62635,0.023891,-32.4353,-1285.66
0.6264,0.0239439,-32.4161,-1285.77
0.62645,0.0239948,-32.3977,-1285.89
0.6265,0.0240464,-32.379,-1286
0.62655,0.0240966,-32.3609,-1286.12
0.6266,0.0241482,-32.3423,-1286.23
0.62665,0.0241937,-32.3259,-1286.36
0.6267,0.0242398,-32.3094,-1286.48
0.62675,0.0242865,-32.2927,-1286.6
0.6268,0.0243335,-32.2759,-1286.71
0.62685,0.0243844,-32.2577,-1286.83
0.6269,0.0244317,-32.2409,-1286.94
0.62695,0.0244818,-32.2231,-1287.07
0.627,0.0245261,-32.2074,-1287.19
0.62705,0.0245826,-32.1875,-1287.29
0.6271,0.0246264,-32.172,-1287.42
0.62715,0.024673,-32.1556,-1287.53
0.6272,0.0247089,-32.1429,-1287.63
0.62725,0.0247552,-32.1267,-1287.75
0.6273,0.0248029,-32.11,-1287.88
0.62735,0.0248448,-32.0953,-1287.99
0.6274,0.0248885,-32.08,-1288.11
0.62745,0.0249387,-32.0625,-1288.23
0.6275,0.024981,-32.0478,-1288.35
0.62755,0.0250304,-32.0306,-1288.48
0.6276,0.0250738,-32.0156,-1288.59
0.62765,0.0251125,-32.0022,-1288.71
0.6277,0.0251594,-31.986,-1288.81
0.62775,0.0251979,-31.9727,-1288.93
0.6278,0.0252367,-31.9593,-1289.04
0.62785,0.0252764,-31.9457,-1289.17
0.6279,0.0253185,-31.9312,-1289.28
0.62795,0.0253581,-31.9177,-1289.39
0.628,0.0254311,-31.8927,-1289.52
0.62805,0.0254446,-31.8881,-1289.64
0.6281,0.025484,-31.8746,-1289.77
0.62815,0.0255213,-31.8619,-1289.88
0.6282,0.0255617,-31.8482,-1290
0.62825,0.025597,-31.8362,-1290.12
0.6283,0.0256362,-31.8229,-1290.22
0.62835,0.0256767,-31.8092,-1290.33
0.6284,0.0257193,-31.7948,-1290.44
0.62845,0.025756,-31.7824,-1290.58
0.6285,0.0257931,-31.7699,-1290.69
0.62855,0.0258278,-31.7583,-1290.8
0.6286,0.0258629,-31.7464,-1290.92
0.62865,0.0259033,-31.7329,-1291.05
0.6287,0.0259382,-31.7212,-1291.16
0.62875,0.0259644,-31.7124,-1291.28
0.6288,0.0259988,-31.7009,-1291.4
0.62885,0.0260432,-31.6861,-1291.51
0.6289,0.0260833,-31.6728,-1291.62
0.62895,0.0261179,-31.6612,-1291.74
0.629,0.0261513,-31.6502,-1291.86
0.62905,0.0261895,-31.6375,-1291.97
0.6291,0.0262226,-31.6265,-1292.09
0.62915,0.0262521,-31.6167,-1292.21
0.6292,0.0262817,-31.6069,-1292.33
0.62925,0.0263106,-31.5974,-1292.44
0.6293,0.0263452,-31.586,-1292.56
0.62935,0.0263803,-31.5744,-1292.67
0.6294,0.0264137,-31.5634,-1292.8
0.62945,0.0264427,-31.5539,-1292.92
0.6295,0.026478,-31.5423,-1293.03
0.62955,0.0265099,-31.5318,-1293.15
0.6296,0.0265468,-31.5198,-1293.27
0.62965,0.0265736,-31.511,-1293.38
0.6297,0.026599,-31.5027,-1293.5
0.62975,0.0266295,-31.4928,-1293.61
0.6298,0.0266569,-31.4838,-1293.73
0.62985,0.0266849,-31.4747,-1293.85
0.6299,0.0267152,-31.4648,-1293.96
0.62995,0.026743,-31.4558,-1294.09
0.63,0.0267716,-31.4465,-1294.2
0.63005,0.026805,-31.4357,-1294.33
0.6301,0.0268319,-31.427,-1294.45
0.63015,0.0268606,-31.4177,-1294.56
0.6302,0.0268812,-31.411,-1294.67
0.63025,0.0269107,-31.4015,-1294.79
0.6303,0.0269405,-31.3919,-1294.89
0.63035,0.0269687,-31.3828,-1295.01
0.6304,0.0269839,-31.3779,-1295.12
0.63045,0.0270166,-31.3674,-1295.25
0.6305,0.0270413,-31.3594,-1295.37
0.63055,0.0270695,-31.3504,-1295.49
0.6306,0.0270891,-31.3441,-1295.61
0.63065,0.0271171,-31.3351,-1295.73
0.6307,0.0271369,-31.3288,-1295.84
0.63075,0.0271594,-31.3216,-1295.96
0.6308,0.0271854,-31.3133,-1296.07
0.63085,0.0272122,-31.3047,-1296.18
0.6309,0.0272372,-31.2967,-1296.31
0.63095,0.0272603,-31.2894,-1296.42
0.631,0.0272767,-31.2842,-1296.54
0.63105,0.0273041,-31.2754,-1296.65
0.6311,0.0273211,-31.27,-1296.77
0.63115,0.0273435,-31.2629,-1296.89
0.6312,0.027362,-31.2571,-1297.01
0.63125,0.0273634,-31.2566,-1297.12
0.6313,0.0274016,-31.2445,-1297.24
0.63135,0.0274261,-31.2367,-1297.35
0.6314,0.0274485,-31.2296,-1297.48
0.63145,0.0274716,-31.2223,-1297.6
0.6315,0.0274897,-31.2166,-1297.72
0.63155,0.0275108,-31.2099,-1297.83
0.6316,0.0275302,-31.2038,-1297.94
0.63165,0.0275449,-31.1992,-1298.06
0.6317,0.0275589,-31.1948,-1298.18
0.63175,0.0275759,-31.1894,-1298.29
0.6318,0.0275932,-31.184,-1298.4
0.63185,0.0276166,-31.1766,-1298.53
0.6319,0.0276336,-31.1713,-1298.64
0.63195,0.0276513,-31.1657,-1298.77
0.632,0.0277163,-31.1453,-1298.89
0.63205,0.027686,-31.1548,-1299.01
0.6321,0.0277002,-31.1503,-1299.12
0.63215,0.0277169,-31.1451,-1299.24
0.6322,0.0277295,-31.1412,-1299.34
0.63225,0.0277452,-31.1362,-1299.46
0.6323,0.0277599,-31.1317,-1299.57
0.63235,0.0277732,-31.1275,-1299.69
0.6324,0.0277862,-31.1234,-1299.81
0.63245,0.0278005,-31.119,-1299.93
0.6325,0.0278147,-31.1145,-1300.05
0.63255,0.0278339,-31.1085,-1300.17
0.6326,0.0278428,-31.1057,-1300.29
0.63265,0.0278543,-31.1022,-1300.41
0.6327,0.0278665,-31.0984,-1300.52
0.63275,0.0278828,-31.0933,-1300.63
0.6328,0.0278975,-31.0887,-1300.75
0.63285,0.0279112,-31.0844,-1300.86
0.6329,0.0279185,-31.0822,-1300.99
0.63295,0.0279326,-31.0778,-1301.09
0.633,0.0279399,-31.0755,-1301.22
0.63305,0.0279475,-31.0731,-1301.34
0.6331,0.0279627,-31.0684,-1301.46
0.63315,0.0279661,-31.0674,-1301.58
0.6332,0.02798,-31.063,-1301.68
0.63325,0.0279874,-31.0607,-1301.8
0.6333,0.0280043,-31.0555,-1301.91
0.63335,0.0280101,-31.0537,-1302.04
0.6334,0.0280242,-31.0493,-1302.16
0.63345,0.0280272,-31.0484,-1302.27
0.6335,0.0280408,-31.0442,-1302.39
0.63355,0.0280468,-31.0423,-1302.5
0.6336,0.0280457,-31.0427,-1302.6
0.63365,0.0280573,-31.0391,-1302.74
0.6337,0.0280607,-31.038,-1302.85
0.63375,0.0280635,-31.0372,-1302.97
0.6338,0.0280765,-31.0331,-1303.09
0.63385,0.028087,-31.0299,-1303.21
0.6339,0.0280954,-31.0273,-1303.33
0.63395,0.0281041,-31.0246,-1303.45
0.634,0.0281001,-31.0258,-1303.56
0.63405,0.0281155,-31.0211,-1303.68
0.6341,0.0281189,-31.02,-1303.79
0.63415,0.0281198,-31.0197,-1303.9
0.6342,0.0281219,-31.0191,-1304.02
0.63425,0.0281265,-31.0177,-1304.13
0.6343,0.0281319,-31.016,-1304.26
0.63435,0.0281367,-31.0145,-1304.38
0.6344,0.0281447,-31.0121,-1304.5
0.63445,0.0281462,-31.0116,-1304.61
0.6345,0.0281462,-31.0116,-1304.74
0.63455,0.0281499,-31.0105,-1304.86
0.6346,0.0281511,-31.0101,-1304.98
0.63465,0.0281519,-31.0099,-1305.08
0.6347,0.0281563,-31.0085,-1305.2
0.63475,0.0281615,-31.0069,-1305.3
0.6348,0.0281641,-31.0061,-1305.43
0.63485,0.0281598,-31.0074,-1305.55
0.6349,0.0281609,-31.0071,-1305.66
0.63495,0.0281621,-31.0067,-1305.78
0.635,0.0281518,-31.0099,-1305.91
0.63505,0.0281628,-31.0065,-1306.02
0.6351,0.0281587,-31.0077,-1306.14
0.63515,0.0281578,-31.008,-1306.26
0.6352,0.0281543,-31.0091,-1306.37
0.63525,0.0281605,-31.0072,-1306.48
0.6353,0.0281638,-31.0062,-1306.6
0.63535,0.02816,-31.0073,-1306.73
0.6354,0.0281635,-31.0063,-1306.83
0.63545,0.0281612,-31.007,-1306.95
0.6355,0.0281508,-31.0102,-1307.07
0.63555,0.0281485,-31.0109,-1307.19
0.6356,0.0281414,-31.0131,-1307.31
0.63565,0.0281398,-31.0136,-1307.42
0.6357,0.0281409,-31.0132,-1307.54
0.63575,0.0281358,-31.0148,-1307.65
0.6358,0.028133,-31.0157,-1307.78
0.63585,0.0281303,-31.0165,-1307.9
0.6359,0.0281241,-31.0184,-1308.01
0.63595,0.0281275,-31.0174,-1308.13
0.636,0.0281549,-31.0089,-1308.25
0.63605,0.0281149,-31.0213,-1308.35
0.6361,0.0281051,-31.0243,-1308.47
0.63615,0.0280993,-31.0261,-1308.59
0.6362,0.0280922,-31.0283,-1308.7
0.63625,0.0280818,-31.0315,-1308.82
0.6363,0.0280795,-31.0322,-1308.94
0.63635,0.0280768,-31.033,-1309.07
0.6364,0.0280682,-31.0357,-1309.18
0.63645,0.0280684,-31.0356,-1309.3
0.6365,0.028056,-31.0395,-1309.41
0.63655,0.0280487,-31.0417,-1309.53
0.6366,0.0280407,-31.0442,-1309.65
0.63665,0.0280345,-31.0461,-1309.75
0.6367,0.0280237,-31.0495,-1309.86
0.63675,0.0280159,-31.0519,-1309.99
0.6368,0.0280015,-31.0564,-1310.1
0.63685,0.028001,-31.0565,-1310.23
0.6369,0.0279925,-31.0592,-1310.35
0.63695,0.027981,-31.0627,-1310.47
0.637,0.0279715,-31.0657,-1310.58
0.63705,0.0279579,-31.0699,-1310.71
0.6371,0.0279496,-31.0725,-1310.82
0.63715,0.0279405,-31.0753,-1310.93
0.6372,0.0279309,-31.0783,-1311.04
0.63725,0.0279252,-31.0801,-1311.17
0.6373,0.0279128,-31.0839,-1311.28
0.63735,0.0278994,-31.0881,-1311.4
0.6374,0.0278892,-31.0913,-1311.51
0.63745,0.0278715,-31.0968,-1311.63
0.6375,0.0277839,-31.1241,-1311.75
0.63755,0.0278466,-31.1046,-1311.88
0.6376,0.0278347,-31.1083,-1311.98
0.63765,0.0278251,-31.1113,-1312.1
0.6377,0.0278103,-31.1159,-1312.21
0.63775,0.0278021,-31.1185,-1312.34
0.6378,0.0277866,-31.1233,-1312.46
0.63785,0.0277743,-31.1271,-1312.57
0.6379,0.027766,-31.1297,-1312.69
0.63795,0.0277506,-31.1346,-1312.8
0.638,0.0277215,-31.1437,-1312.92
0.63805,0.0277124,-31.1465,-1313.04
0.6381,0.0276952,-31.1519,-1313.15
0.63815,0.0276821,-31.156,-1313.26
0.6382,0.0276706,-31.1596,-1313.38
0.63825,0.027654,-31.1649,-1313.5
0.6383,0.0276275,-31.1732,-1313.65
0.63835,0.0276238,-31.1743,-1313.74
0.6384,0.0276056,-31.18,-1313.87
0.63845,0.0275946,-31.1835,-1313.99
0.6385,0.0275756,-31.1895,-1314.1
0.63855,0.0275595,-31.1946,-1314.2
0.6386,0.0275406,-31.2005,-1314.32
0.63865,0.0275239,-31.2058,-1314.43
0.6387,0.0275066,-31.2113,-1314.55
0.63875,0.0274803,-31.2196,-1314.67
0.6388,0.0274669,-31.2238,-1314.79
0.63885,0.0274496,-31.2293,-1314.91
0.6389,0.0274374,-31.2332,-1315.03
0.63895,0.0274179,-31.2393,-1315.15
0.639,0.0273942,-31.2468,-1315.26
0.63905,0.0273764,-31.2525,-1315.38
0.6391,0.0273588,-31.258,-1315.49
0.63915,0.0273423,-31.2633,-1315.6
0.6392,0.0273258,-31.2685,-1315.72
0.63925,0.0273037,-31.2756,-1315.84
0.6393,0.0272833,-31.2821,-1315.95
0.63935,0.0272633,-31.2884,-1316.08
0.6394,0.0272392,-31.2961,-1316.2
0.63945,0.0272197,-31.3023,-1316.32
0.6395,0.0271894,-31.312,-1316.44
0.63955,0.0271737,-31.317,-1316.55
0.6396,0.0271524,-31.3238,-1316.66
0.63965,0.0271339,-31.3297,-1316.78
0.6397,0.0271132,-31.3364,-1316.9
0.63975,0.0270931,-31.3428,-1317.02
0.6398,0.0270675,-31.351,-1317.13
0.63985,0.0270511,-31.3563,-1317.25
0.6399,0.0270229,-31.3654,-1317.36
0.63995,0.0270002,-31.3726,-1317.47
0.64,0.0268002,-31.4372,-1317.31
0.64005,0.0269482,-31.3894,-1317.71
0.6401,0.0269245,-31.397,-1317.83
0.64015,0.0269053,-31.4033,-1317.95
0.6402,0.0268809,-31.4111,-1318.07
0.64025,0.026855,-31.4195,-1318.19
0.6403,0.0268331,-31.4266,-1318.3
0.64035,0.0268084,-31.4346,-1318.42
0.6404,0.0267878,-31.4412,-1318.55
0.64045,0.0267732,-31.446,-1318.67
0.6405,0.0267311,-31.4596,-1318.77
0.64055,0.0267046,-31.4683,-1318.88
0.6406,0.0266813,-31.4759,-1318.99
0.64065,0.0266535,-31.4849,-1319.11
0.6407,0.0266297,-31.4927,-1319.24
0.64075,0.0266002,-31.5023,-1319.36
0.6408,0.026578,-31.5095,-1319.47
0.64085,0.0265524,-31.5179,-1319.59
0.6409,0.0265238,-31.5273,-1319.71
0.64095,0.0264964,-31.5363,-1319.83
0.641,0.0264662,-31.5462,-1319.94
0.64105,0.0264414,-31.5543,-1320.05
0.6411,0.0264167,-31.5624,-1320.16
0.64115,0.0263888,-31.5716,-1320.28
0.6412,0.0263586,-31.5816,-1320.4
0.64125,0.0263244,-31.5928,-1320.52
0.6413,0.0262982,-31.6015,-1320.64
0.64135,0.0262745,-31.6093,-1320.76
0.6414,0.0262434,-31.6196,-1320.89
0.64145,0.0262104,-31.6305,-1321
0.6415,0.0261772,-31.6415,-1321.12
0.64155,0.0261526,-31.6497,-1321.23
0.6416,0.026119,-31.6609,-1321.34
0.64165,0.0260993,-31.6674,-1321.45
0.6417,0.0260674,-31.6781,-1321.58
0.64175,0.0260437,-31.6859,-1321.68
0.6418,0.0260109,-31.6969,-1321.81
0.64185,0.0259768,-31.7083,-1321.93
0.6419,0.0259419,-31.72,-1322.06
0.64195,0.0259044,-31.7325,-1322.17
0.642,0.0258707,-31.7438,-1322.28
0.64205,0.0258479,-31.7515,-1322.4
0.6421,0.0258157,-31.7623,-1322.51
0.64215,0.0257845,-31.7728,-1322.64
0.6422,0.0257538,-31.7832,-1322.75
0.64225,0.0257203,-31.7945,-1322.86
0.6423,0.0256969,-31.8024,-1322.99
0.64235,0.0256604,-31.8147,-1323.1
0.6424,0.0256319,-31.8244,-1323.21
0.64245,0.0255857,-31.8401,-1323.33
0.6425,0.0255552,-31.8504,-1323.45
0.64255,0.0255223,-31.8616,-1323.57
0.6426,0.0254869,-31.8736,-1323.68
0.64265,0.0254563,-31.8841,-1323.8
0.6427,0.0254263,-31.8943,-1323.92
0.64275,0.0253885,-31.9073,-1324.04
0.6428,0.0253562,-31.9183,-1324.17
0.64285,0.0252979,-31.9383,-1324.27
0.6429,0.0252837,-31.9432,-1324.4
0.64295,0.0252509,-31.9545,-1324.51
0.643,0.025212,-31.9679,-1324.61
0.64305,0.0251816,-31.9783,-1324.73
0.6431,0.0251456,-31.9908,-1324.84
0.64315,0.0251106,-32.0028,-1324.96
0.6432,0.0250662,-32.0182,-1325.07
0.64325,0.025037,-32.0284,-1325.2
0.6433,0.0250032,-32.0401,-1325.33
0.64335,0.0249668,-32.0528,-1325.45
0.6434,0.0249247,-32.0674,-1325.57
0.64345,0.0248915,-32.079,-1325.68
0.6435,0.0248519,-32.0928,-1325.79
0.64355,0.0248172,-32.1049,-1325.91
0.6436,0.0247814,-32.1175,-1326.02
0.64365,0.0247475,-32.1294,-1326.13
0.6437,0.0247084,-32.1431,-1326.25
0.64375,0.0246508,-32.1634,-1326.37
0.6438,0.0246303,-32.1706,-1326.49
0.64385,0.0245856,-32.1864,-1326.62
0.6439,0.0245499,-32.199,-1326.73
0.64395,0.0245123,-32.2123,-1326.84
0.644,0.024505,-32.2149,-1326.96
0.64405,0.0244363,-32.2393,-1327.07
0.6441,0.0244018,-32.2516,-1327.2
0.64415,0.0243607,-32.2662,-1327.31
0.6442,0.0243263,-32.2785,-1327.43
0.64425,0.0242871,-32.2925,-1327.55
0.6443,0.0242472,-32.3068,-1327.66
0.64435,0.0242016,-32.3231,-1327.79
0.6444,0.024157,-32.3392,-1327.9
0.64445,0.0241178,-32.3532,-1328.01
0.6445,0.0240737,-32.3691,-1328.13
0.64455,0.0240382,-32.382,-1328.24
0.6446,0.0239989,-32.3962,-1328.36
0.64465,0.0239575,-32.4112,-1328.49
0.6447,0.0239202,-32.4247,-1328.6
0.64475,0.0238801,-32.4393,-1328.72
0.6448,0.0238328,-32.4565,-1328.84
0.64485,0.023797,-32.4695,-1328.96
0.6449,0.0237477,-32.4876,-1329.07
0.64495,0.0237125,-32.5005,-1329.17
0.645,0.0236584,-32.5203,-1329.29
0.64505,0.0236248,-32.5326,-1329.4
0.6451,0.0235821,-32.5483,-1329.53
0.64515,0.0235389,-32.5643,-1329.66
0.6452,0.0234964,-32.58,-1329.77
0.64525,0.0234573,-32.5945,-1329.89
0.6453,0.0234105,-32.6118,-1330.02
0.64535,0.023368,-32.6276,-1330.12
0.6454,0.0233215,-32.6449,-1330.25
0.64545,0.0232812,-32.6599,-1330.35
0.6455,0.0232386,-32.6758,-1330.47
0.64555,0.0231959,-32.6918,-1330.57
0.6456,0.0231543,-32.7074,-1330.7
0.64565,0.0231079,-32.7248,-1330.81
0.6457,0.0230625,-32.7419,-1330.93
0.64575,0.023019,-32.7583,-1331.06
0.6458,0.0229744,-32.7751,-1331.18
0.64585,0.0229262,-32.7933,-1331.3
0.6459,0.0228831,-32.8097,-1331.41
0.64595,0.0228348,-32.8281,-1331.53
0.646,0.0227857,-32.8468,-1331.64
0.64605,0.0227474,-32.8614,-1331.75
0.6461,0.0227043,-32.8778,-1331.87
0.64615,0.0226607,-32.8945,-1332
0.6462,0.0226125,-32.913,-1332.1
0.64625,0.0225618,-32.9325,-1332.23
0.6463,0.0225167,-32.9499,-1332.34
0.64635,0.0224654,-32.9697,-1332.46
0.6464,0.0224176,-32.9882,-1332.56
0.64645,0.0223764,-33.0042,-1332.7
0.6465,0.0223303,-33.0221,-1332.8
0.64655,0.0222833,-33.0404,-1332.92
0.6466,0.0222378,-33.0582,-1333.04
0.64665,0.0221929,-33.0757,-1333.16
0.6467,0.0221474,-33.0935,-1333.28
0.64675,0.0221009,-33.1118,-1333.41
0.6468,0.0220507,-33.1315,-1333.52
0.64685,0.0219979,-33.1524,-1333.63
0.6469,0.02195,-33.1713,-1333.74
0.64695,0.0219065,-33.1886,-1333.85
0.647,0.0218461,-33.2125,-1333.97
0.64705,0.0218149,-33.225,-1334.1
0.6471,0.0217568,-33.2481,-1334.22
0.64715,0.0217124,-33.2658,-1334.33
0.6472,0.0216685,-33.2834,-1334.46
0.64725,0.0216104,-33.3067,-1334.57
0.6473,0.0215639,-33.3255,-1334.7
0.64735,0.021509,-33.3476,-1334.8
0.6474,0.0214648,-33.3654,-1334.91
0.64745,0.0214184,-33.3843,-1335.03
0.6475,0.0213642,-33.4063,-1335.14
0.64755,0.0213159,-33.4259,-1335.26
0.6476,0.0212649,-33.4467,-1335.37
0.64765,0.0212121,-33.4683,-1335.49
0.6477,0.0211675,-33.4866,-1335.62
0.64775,0.0211127,-33.5091,-1335.75
0.6478,0.0210599,-33.5309,-1335.87
0.64785,0.0210091,-33.5519,-1335.98
0.6479,0.0209601,-33.5721,-1336.08
0.64795,0.0209107,-33.5926,-1336.2
0.648,0.0208969,-33.5984,-1336.31
0.64805,0.0208108,-33.6342,-1336.43
0.6481,0.020763,-33.6542,-1336.55
0.64815,0.0207073,-33.6775,-1336.66
0.6482,0.0206573,-33.6985,-1336.79
0.64825,0.0205997,-33.7228,-1336.91
0.6483,0.0205444,-33.7461,-1337.02
0.64835,0.0204967,-33.7663,-1337.15
0.6484,0.0204439,-33.7887,-1337.25
0.64845,0.0203906,-33.8114,-1337.37
0.6485,0.0203388,-33.8335,-1337.49
0.64855,0.0202916,-33.8537,-1337.6
0.6486,0.0202371,-33.877,-1337.73
0.64865,0.0201894,-33.8975,-1337.86
0.6487,0.0201341,-33.9214,-1337.96
0.64875,0.0200764,-33.9463,-1338.08
0.6488,0.0200221,-33.9698,-1338.19
0.64885,0.0199689,-33.9929,-1338.31
0.6489,0.019914,-34.0168,-1338.43
0.64895,0.0198605,-34.0402,-1338.53
0.649,0.0198043,-34.0648,-1338.65
0.64905,0.019757,-34.0856,-1338.77
0.6491,0.0197018,-34.1099,-1338.89
0.64915,0.0196507,-34.1324,-1339.03
0.6492,0.0195955,-34.1569,-1339.14
0.64925,0.019538,-34.1824,-1339.26
0.6493,0.0194842,-34.2063,-1339.37
0.64935,0.0194292,-34.2309,-1339.47
0.6494,0.0193739,-34.2556,-1339.6
0.64945,0.0193186,-34.2805,-1339.7
0.6495,0.0192619,-34.306,-1339.82
0.64955,0.0192072,-34.3307,-1339.94
0.6496,0.0191495,-34.3568,-1340.05
0.64965,0.0190993,-34.3797,-1340.19
0.6497,0.0190458,-34.404,-1340.31
0.64975,0.0189847,-34.4319,-1340.43
0.6498,0.0189281,-34.4579,-1340.55
0.64985,0.0188775,-34.4811,-1340.65
0.6499,0.018821,-34.5071,-1340.77
0.64995,0.018763,-34.534,-1340.89
0.65,0.0187283,-34.55,-1340.98
0.65005,0.0186523,-34.5854,-1341.12
0.6501,0.018595,-34.6121,-1341.22
0.65015,0.0185392,-34.6382,-1341.34
0.6502,0.0184784,-34.6667,-1341.47
0.65025,0.018419,-34.6947,-1341.6
0.6503,0.018362,-34.7216,-1341.71
0.65035,0.0183047,-34.7487,-1341.82
0.6504,0.0182528,-34.7734,-1341.94
0.65045,0.0181961,-34.8004,-1342.06
0.6505,0.0181409,-34.8268,-1342.16
0.65055,0.0180857,-34.8533,-1342.29
0.6506,0.0180252,-34.8824,-1342.41
0.65065,0.0179734,-34.9074,-1342.52
0.6507,0.0179075,-34.9393,-1342.64
0.65075,0.0178476,-34.9684,-1342.75
0.6508,0.0177859,-34.9985,-1342.87
0.65085,0.0177285,-35.0266,-1342.98
0.6509,0.0176724,-35.0541,-1343.1
0.65095,0.0176169,-35.0814,-1343.22
0.651,0.0175584,-35.1103,-1343.34
0.65105,0.0175027,-35.1379,-1343.46
0.6511,0.0174431,-35.1675,-1343.58
0.65115,0.017384,-35.197,-1343.69
0.6512,0.0173212,-35.2284,-1343.82
0.65125,0.01726,-35.2592,-1343.93
0.6513,0.0172067,-35.2861,-1344.04
0.65135,0.0171441,-35.3177,-1344.15
0.6514,0.0170866,-35.3469,-1344.27
0.65145,0.017025,-35.3783,-1344.38
0.6515,0.0169638,-35.4095,-1344.51
0.65155,0.0169059,-35.4392,-1344.63
0.6516,0.0168532,-35.4663,-1344.76
0.65165,0.0167874,-35.5003,-1344.88
0.6517,0.016728,-35.5311,-1344.99
0.65175,0.0166668,-35.5629,-1345.11
0.6518,0.0166055,-35.595,-1345.21
0.65185,0.016549,-35.6246,-1345.33
0.6519,0.0164935,-35.6538,-1345.43
0.65195,0.016429,-35.6878,-1345.56
0.652,0.0163861,-35.7105,-1345.67
0.65205,0.0163088,-35.7515,-1345.79
0.6521,0.0162447,-35.7857,-1345.92
0.65215,0.0161816,-35.8196,-1346.04
0.6522,0.0161224,-35.8514,-1346.18
0.65225,0.0160572,-35.8866,-1346.28
0.6523,0.0159935,-35.9211,-1346.38
0.65235,0.015939,-35.9508,-1346.5
0.6524,0.0158779,-35.9842,-1346.61
0.65245,0.015817,-36.0175,-1346.72
0.6525,0.0157576,-36.0502,-1346.85
0.65255,0.0156983,-36.083,-1346.96
0.6526,0.0156338,-36.1187,-1347.08
0.65265,0.0155692,-36.1547,-1347.2
0.6527,0.0155037,-36.1913,-1347.33
0.65275,0.0154384,-36.2279,-1347.44
0.6528,0.0153756,-36.2634,-1347.54
0.65285,0.0153217,-36.2938,-1347.67
0.6529,0.0152565,-36.3309,-1347.8
0.65295,0.0151962,-36.3653,-1347.89
0.653,0.0151342,-36.4008,-1348.03
